comment_content,comment_time,no_of_likes,comments,sentiments_score,sentiments_class,sentiment_probability
跟那些染病隔离的人说道歉吧千里全国送毒可厉害了我家十八线外小城市今天为止都有八例了明知道有疫情还跑来旅游的人真狠毒别跟我扯不知道不知道严重性在我看来就是罪人对了还有一大群武汉车堵在我们粤西这边人,1月26日 23:35,171.0,染病隔离说道歉千里全国送毒厉害我家十八线外城市八例明疫情跑旅游真狠毒别跟我扯严重性在我看来罪人一大群武汉车堵粤西,NaN,0,0.989787
跟那些染病隔离的人说道歉吧千里全国送毒可厉害了我家十八线外小城市今天为止都有八例了明知道有疫情还跑来旅游的人真狠毒别跟我扯不知道不知道严重性在我看来就是罪人对了还有一大群武汉车堵在我们粤西这边人,1月26日 23:35,171.0,染病隔离说道歉千里全国送毒厉害我家十八线外城市八例明疫情跑旅游真狠毒别跟我扯严重性在我看来罪人一大群武汉车堵粤西,NaN,0,0.989787
人家层主说的是那帮明知有疫情还千里送毒祸害全世界的人，又没说你们这帮留守武汉和早期不明真相的，一个两个急着出来找什么存在感呢？因为这些人我们全国人跟着受罪，还不许我们埋怨两句了？,1月27日 00:01,42.0,层主说帮明知疫情千里送毒祸害全世界说这帮留守武汉早期不明真相两个急找感全国跟着受罪不许埋怨两句,NaN,0,0.999942
我们城市确诊的那几个都是武汉户籍的，千里送毒啊,1月27日 00:08,23.0,城市确诊几个武汉户籍千里送毒,NaN,2,0.764424
我们无辜在家隔离的市民非常感谢各省同胞的援助，但是我们不应为这些道歉，因为我们也是受害者，没做过伤害同胞的事。该道歉的是他们。但是我们感谢你们。,1月26日 23:50,24.0,无辜在家隔离市民非常感谢各省同胞援助应为道歉受害者做伤害同胞事道歉感谢,NaN,0,0.995453
众所周知，有鄂A牌照不一定是武汉人。,1月26日 23:50,16.0,众所周知鄂牌照武汉,NaN,2,0.613448
捂汗人把捂汗摘的一干二净。大概海鲜的野味市场是给全国各地的人准备的，不是给武汉本地人,1月27日 07:45,11.0,捂汗捂汗摘一干二净海鲜野味市场全国武汉本地人,NaN,0,0.744539
我也觉得并不是说不知道严重性就没有错了我们这大老远的多个几十例招谁惹谁了啊？我们几百万人承受这样的风险就体谅那一个乱跑的？？？得了吧没骂她都不错了,1月27日 12:45,6.0,说严重性错大老远多个几十例招惹几百万承受风险体谅乱跑得了吧没骂不错,NaN,0,0.563115
选择留下的也要怪罪吗？他们明明有机会成为你口中的罪人,1月26日 23:56,5.0,选择留下怪罪明明机会口中罪人,NaN,0,0.998349
我说的没精神力气是因为博主说的就是大部分现在还在武汉人的心里话，有歉意有感谢我们自己也很怕，政令一天一个样，我们都乖乖在家里不知道什么时候弹尽粮绝或者死到临头，再看评论，我除了祝他们身体健康不病不灾还能怎么样？你看看武汉市内现在有多少住不进医院在家等死的，我们又做错了什么？,1月27日 01:14,6.0,说精神力气是因为博主说大部分武汉心里话歉意感谢政令一个样乖乖家里弹尽粮绝死到临头评论祝身体健康不病不灾武汉市住不进医院在家死做错,NaN,0,0.988617
我祝你不生病也错了？？？？,1月27日 00:16,3.0,我祝生病错,NaN,0,0.999496
跑过来送病毒还要供着这帮“菩萨”,1月27日 11:10,1.0,跑过来送病毒供着这帮菩萨,NaN,0,0.638989
我家这边十八线的小县城好像要封城了客运车辆，公交取消营运幼儿园关停娱乐场所关停,1月27日 08:22,1.0,我家十八线县城好像封城客运车辆公交取消营运幼儿园关停娱乐场所关停,NaN,0,0.985032
小声点，说了就是地域黑地图炮呢,2月6日 15:09,无,小声点说地域黑地图炮,NaN,0,0.985412
请问，非典始发于广东，是如何传到北京的？我以为广东人在这件事情上是最有同理心的。,1月28日 08:51,无,请问非典始发广东传到北京广东这件事情同理心,NaN,0,0.955296
千里送毒，武汉大军,1月26日 23:48,23.0,千里送毒武汉大军,NaN,2,0.90829
不原谅，多的是故意跑的人,1月26日 23:36,148.0,原谅跑,NaN,0,0.997889
不原谅，多的是故意跑的人,1月26日 23:36,148.0,原谅跑,NaN,0,0.997889
回复@Xiongyiyang_12:对武汉无情…那人间真是没有真情在了！说出这话的人就是憨批,1月30日 09:30,无,回复Xiongyiyang12武汉无情人间真情说出这话憨批,NaN,0,0.963585
回复@白田眞宝金:气笑¡评论配图,1月30日 04:00,无,回复白田眞宝金气笑¡评论配图,NaN,NaN,NaN
回复@梦醉何时休:我舅也是值班，还有弟媳妇，还有同学……口罩护目镜各种物资稀缺。,1月30日 03:58,无,回复梦醉何时休我舅值班弟媳妇同学口罩护目镜物资稀缺,NaN,2,0.72725
回复@米饭别老熬夜啦:我武汉人我不需要被原谅我什么都没做错谢谢我的家人还在一线,1月28日 01:56,无,回复米饭别老熬夜武汉原谅做错谢谢家人一线,NaN,2,0.926281
回复@lmy的小莹莹:谢啥摸摸头，咱不受这冤枉气。太晚了，好好休息¡查看动图,1月27日 23:38,无,回复lmy莹莹谢啥摸摸头咱不受冤枉气太晚好好休息¡查看动图,NaN,NaN,NaN
回复@东北戏精学院:谢谢🙏,1月27日 23:31,无,回复东北戏精学院谢谢🙏,NaN,NaN,NaN
回复@lmy的小莹莹:别理他。抱抱你会好起来的加油(ง•̀_•́)ง,1月27日 23:29,无,回复lmy莹莹别理抱抱加油ง•̀•́ง,NaN,NaN,NaN
回复@lmy的小莹莹:求求你别在家待着了都是我们外地佬逼着你们在家待着的吧而不是病毒呢，真滴牛逼,1月27日 21:58,无,回复lmy莹莹求求你别在家外地佬逼在家病毒真滴牛逼,NaN,0,0.985157
回复@杰哥他大哥:你有病吧，谁说你是外地佬了，键盘敲多了眼花吗,1月27日 21:50,无,回复杰哥大哥病说外地佬键盘敲多眼花,NaN,0,0.999204
回复@lmy的小莹莹:你不是被我们外地佬逼着在家待着的吗还他妈不服啊,1月27日 21:49,无,回复lmy莹莹外地佬逼在家妈不服,NaN,0,0.997713
回复@lmy的小莹莹:你不是自豪吗,1月27日 21:49,无,回复lmy莹莹自豪,NaN,0,0.939518
回复@杰哥他大哥:你脑袋有坑吧，想故意吵架是吧！,1月27日 21:48,无,回复杰哥大哥脑袋坑想吵架,NaN,0,0.999536
回复@lmy的小莹莹:好啊你别在家待啊谁逼你们在家待了啊，你可别在家待啊，你在家待着世界就要毁灭了啊,1月27日 21:44,无,回复lmy莹莹在家逼在家可别在家在家世界毁灭,NaN,0,0.926945
回复@单走一个6飞机:又没冲你叫,1月27日 19:17,无,回复单走飞机没冲,NaN,0,0.980837
都这种情况了，还有小部分武汉人有精力在网上怒怼网友,1月26日 23:43,137.0,情况武汉人有精力网上怒怼网友,NaN,0,0.998104
都这种情况了，还有小部分武汉人有精力在网上怒怼网友,1月26日 23:43,137.0,情况武汉人有精力网上怒怼网友,NaN,0,0.998104
你知道多少武汉本地人老老实实呆在家里吗？不分青红皂白的乱骂武汉人，我们不能为自己发声吗？,1月27日 01:19,58.0,武汉本地人呆家里不分青红皂白乱骂武汉发声,NaN,0,0.998078
你好我们900万人不是少部分，我们都是乖乖在家的！为什么我们要被地图炮。跑出去的是少数，有的确实是武汉人，但这时候是人性而非地域在作怪。,1月27日 01:50,54.0,你好900万人少部分乖乖在家地图炮跑出去确实武汉这时候人性非地域作怪,NaN,0,0.956471
我们平白无故怒怼了？不是小部分网友先地域黑乱喷的？都这种情况了，我们凭什么还得受冤枉气？,1月27日 01:10,40.0,平白无故怒怼网友先地域黑乱喷情况受冤枉气,NaN,0,0.999981
那是因为网络键盘侠真是让留守家中的武汉人很寒心。再也见不得大家都是中国人这句话了,1月27日 00:43,36.0,是因为网络键盘侠留守家中武汉寒心再也中国这句话,NaN,0,0.990539
武汉人现在一边抵抗疫情一边抵抗地图炮,1月27日 09:23,27.0,武汉抵抗疫情抵抗地图炮,NaN,2,0.935894
生为武汉人，在你们这些地域黑面前，维护自己的家乡有错！你不地域黑，武汉人来怼你！事情已经发生，拜托做点有积极意义的事情，不要说一些伤害普通民众的话！难道武汉人不是中国人？,1月27日 09:11,20.0,生武汉地域黑面前维护家乡错地域黑武汉人来怼事情发生拜托做点积极意义事情说伤害民众武汉中国,NaN,0,0.9996
对对对！估计是在家闲的，开始在微博上抠字眼玩了,1月27日 00:14,18.0,估计在家闲微博上抠字眼玩,NaN,0,0.843367
吃饱了撑得在家怼为他们捐款的人,1月27日 07:42,16.0,吃饱撑得在家怼捐款,NaN,2,0.949757
我们隔着大老远一下多了几十例我们不更无辜吗你要说安安静静待家里我不说你在网上维护这不让说那不让骂的我真的……………………,1月27日 12:43,9.0,隔大老远几十例无辜要说安安静静家里说网上维护不让说不让骂真的,NaN,0,0.996245
看到地域黑直接举报,1月27日 03:54,7.0,地域黑举报,NaN,0,0.999634
@_哈哈怪_:我已经看到好几个了正好无聊来教教他们怎么做人,1月27日 00:27,1.0,好几个正好无聊教教做人,NaN,0,0.928114
在家里闷一个星期了，不上网干啥呢,1月28日 00:25,无,家里闷星期上网干,NaN,0,0.946465
因为禁足在家已经第五天了。。。你知道的，人一无聊就容易找事,1月27日 00:09,11.0,禁足在家第五天人一无聊找事,NaN,0,0.813028
我本来也想略尽绵薄之力，看到某些言论，心寒了，自求多福,1月26日 23:24,114.0,本来想略绵薄之力言论心寒自求多福,NaN,0,0.99056
我本来也想略尽绵薄之力，看到某些言论，心寒了，自求多福,1月26日 23:24,114.0,本来想略绵薄之力言论心寒自求多福,NaN,0,0.99056
姐妹我不是浙江的我也替你们生气，而且我们本来这里没有的.突然跑一堆武汉人来我们这确诊了我刚看到空投我也气死了，还有武汉人建群骂浙江的,1月26日 23:29,69.0,姐妹浙江生气本来跑一堆武汉人来确诊空投气死武汉人建群骂浙江,NaN,0,0.999332
市长自己说的常驻人口1100万武汉户籍990万现在留下的将近900如果除去一些外地最后没走成的武汉人怎么也跑了150万就五百万都是外地人呗信阳作为武汉过来输出人口最多的地区我真的🤮了,1月26日 23:53,45.0,市长说常驻人口1100万武汉户籍990万留下900外地没走成武汉跑150万五百万外地人信阳武汉输出人口最多地区真的🤮,NaN,NaN,NaN
本武汉人支持大义灭亲生病跑出的，还有接受了别的省援助还建群骂人的，都可以拖出去了，闲着蛋疼,1月27日 01:55,28.0,武汉支持大义灭亲生病跑接受省援助建群骂人拖出去闲着蛋疼,NaN,0,0.946476
是的，弄的大家都自身难保了,1月26日 23:43,25.0,弄自身难保,NaN,0,0.885293
河南因为措施做的早也要被骂，跑出来的那部分人后果我们也要担着,1月27日 00:43,26.0,河南措施做早骂跑后果担着,NaN,0,0.994489
没事没事不与憨批论是非这次疫情蔓延主要是某些人确实又蠢又坏还外逃注意防护少出门戴口罩出门武汉真的很好希望不要因为某些人的言论就对我们这座城市或者城市里面的人失望,1月26日 23:46,23.0,没事没事憨批论是非疫情蔓延确实蠢坏外逃防护少出门戴口罩出门武汉真的希望言论这座城市城市失望,NaN,0,0.843462
不要在意每个地方都有那么些人武汉有那么些恶意跑出去霍霍或者语言攻击其他省份的人其他地方也有那么些诅咒武汉人辱骂武汉人的但那些都只是小部分不能代表所有人,1月27日 00:10,12.0,在意地方武汉恶意跑出去霍霍语言攻击省份地方诅咒武汉辱骂武汉代表所有人,NaN,0,0.964967
今天看到这张图我快气炸了，救灾款都捐了¡评论配图,1月27日 00:44,17.0,张图气炸救灾款捐¡评论配图,NaN,NaN,NaN
其他省的更无辜,1月27日 02:51,12.0,省无辜,NaN,0,0.87717
一些人不能代表武汉人…,1月27日 00:00,14.0,代表武汉,NaN,0,0.871872
是的不会去他们也别来,1月26日 23:37,10.0,别来,NaN,0,0.999832
我一个外省人看到他们说浙江的时候我都感觉，几个意思？？¡评论配图,1月27日 10:31,7.0,外省人说浙江感觉几个¡评论配图,NaN,NaN,NaN
捂汗人把捂汗摘的一干二净。大概海鲜的野味市场是给全国各地的人准备的，不是给武汉本地人,1月27日 07:41,10.0,捂汗捂汗摘一干二净海鲜野味市场全国武汉本地人,NaN,0,0.744539
不用你尽力，只求不用这种词语,1月27日 04:53,4.0,不用尽力只求不用词语,NaN,0,0.938717
加油，国家没有放弃武汉，国人没有放弃武汉朋友。试想一下如果自己现在身处武汉，可能也会害怕地想离开。少怪点逃离的人，更应该为你们的坚守点赞！,1月26日 23:06,133.0,加油国家放弃武汉国人放弃武汉朋友试想身处武汉害怕地想离开少怪点逃离坚守点赞,NaN,2,0.999155
加油，国家没有放弃武汉，国人没有放弃武汉朋友。试想一下如果自己现在身处武汉，可能也会害怕地想离开。少怪点逃离的人，更应该为你们的坚守点赞！,1月26日 23:06,133.0,加油国家放弃武汉国人放弃武汉朋友试想身处武汉害怕地想离开少怪点逃离坚守点赞,NaN,2,0.999155
不好意思我不是圣母没办法给他们换位思考，事实就是他们中的人为了自己活命害的别人陷入危险，是人之常情没错但绝不是正确的,2月10日 13:40,2.0,不好意思圣母办法换位思考事实中活命害陷入危险人之常情没错正确,NaN,0,0.998699
什么都不想说只想说没感染到你自己跟亲人身上的时候就尽情圣母吧从来没有人针对地区说的只是那些以“人性”为由只顾着自己跑出来害整个中国的人罢了多少人要为这些人的行为买单请问啥都不知道莫名被感染甚至死亡的人的命就没这些人金贵是吗这些人能为无辜的人命买单吗？,2月6日 09:20,无,不想说想说感染亲人身上尽情圣母地区说人性只顾跑害中国人要买单请问莫名感染死亡命人金贵人能无辜人命买单,NaN,0,0.999958
为什么不责怪，我们内蒙离得近的话就不说啥了，三千公里的距离，在网上口罩都买不上，那些人来了之后自己隔离了吗？没有！逛超市的逛超市，坐公车的坐公车，吃冰煮羊的吃冰煮羊。但我们并不责怪那些依然留在武汉城里的人，可让我们不怪或者少怪那些逃离的人，不可能，我们不是圣母，没那么大心胸。,1月27日 16:28,2.0,责怪内蒙离得说三千公里距离网上口罩买人来隔离逛超市逛超市坐公车坐公车吃冰煮羊吃冰煮羊责怪依然留在武汉城里少怪逃离圣母心胸,NaN,0,0.997788
逃离的人我也责怪，但是坚守的武汉人的确是没有错的,1月27日 15:11,无,逃离责怪坚守武汉错,NaN,2,0.989706
现在大多数省市都得封锁道路！全国人都为了一些憨批的憨批行为买单！大部分医疗物资都去了武汉！很多三四线城市最普通的口罩供给都不能保障！所以他们逃出来了有什么好处？还不自我隔离，还隐藏自己打哪来的！还千里送病毒！网红地点打卡！凭什么要谅解那些憨批！,1月27日 12:16,2.0,省市封锁道路全国憨批憨批买单大部分医疗物资武汉三四线城市口罩供给保障逃出来好处自我隔离隐藏哪来千里送病毒网红地点打卡谅解憨批,NaN,0,0.999695
希望逃离的人逃到你家你也能这么说,1月27日 11:13,4.0,希望逃离逃到你家说,NaN,0,0.993833
对，没有放弃武汉，但大浙江犯了什么错了？被搞成第二大灾区？最可恨的现在这么严重的情况下，一个憨批1月20号跑来宁波看朋友，就在我们小区，现在在定点医院隔离了，这难道还值得原谅？我们家里的老人孩子怎么办？这时候谁不慌？,1月27日 05:59,8.0,放弃武汉浙江犯错搞成灾区可恨情况憨批月20号跑宁波朋友小区定点医院隔离值得原谅家里老人孩子这时候慌,NaN,0,0.999561
我内蒙要离的近受影响也不说了，内蒙冬天要啥没啥，有一个武汉的煞笔自驾到满洲里有什么可以说通的原因吗？,1月27日 03:25,10.0,内蒙受影响说内蒙冬天武汉煞笔驾到满洲里说通原因,NaN,0,0.98649
我在武汉，我不想离开，在家做好防护，不给国家添乱，不去外面招别人白眼,1月27日 00:32,6.0,武汉不想离开在家做好防护国家添乱不去外面招白眼,NaN,0,0.864897
疫情面前人人自律吧，不论哪个地方都有自私的人，怪的不是武汉人，是生活在武汉中那群没有责任感的人。还留在武汉中的同胞们，请坚持住，相信国家一定会尽快控制住的,1月26日 23:23,79.0,疫情面前自律地方自私武汉生活武汉中那群责任感留在武汉中同胞们请住国家控制住,NaN,2,0.936305
我们真正痛恨的就是武汉政府的不作为,1月26日 23:15,81.0,痛恨武汉政府,NaN,0,0.919602
我们真正痛恨的就是武汉政府的不作为,1月26日 23:15,81.0,痛恨武汉政府,NaN,0,0.919602
回复@是是是泡脚:是啊瑟瑟发抖,1月27日 13:58,无,回复泡脚发抖,NaN,0,0.935302
回复@越努力越幸运冲鸭:往后十几天人数还是个急剧增加,1月27日 12:58,无,回复越努力越幸运鸭往后十几天人数急剧增加,NaN,2,0.637494
回复@是是是泡脚:要不是中央接管湖北还不知道要瞒到什么时候呢这是瞒不住了才给大家打个预防针后续肯定不容乐观,1月27日 12:32,1.0,回复泡脚中央接管湖北瞒瞒不住打个预防针后续肯定不容乐观,NaN,0,0.999574
回复@寻他千百度l:对啊说什么都晚了死不足惜,1月27日 12:30,无,回复寻千百度l说晚死不足惜,NaN,0,0.56981
回复@疯克偵探:是谁让武汉是源头…,1月27日 12:30,无,回复疯克偵探武汉源头,NaN,0,0.981119
不只限于武汉,1月27日 11:11,无,限于武汉,NaN,0,0.760394
再也不相信她们发话了，我本来以为是30万人离开武汉，后来估计是250万，昨天周说将近500万，我的天，今天一刷新，我们河南成为第二大疫区了，昨天还第四，痛恨,1月27日 09:10,无,再也发话本来30万人离开武汉估计250万昨天周说500万天刷新河南疫区昨天第四痛恨,NaN,0,0.999892
武汉人不需要道歉！！！！大部分人都是受害者！！！,1月26日 23:45,68.0,武汉道歉大部分受害者,NaN,0,0.999532
@王大大的仙女妈妈:求顶我上去！湖北不止一个武汉啊！现在黄冈市也是第二大灾区！还有很多的县级市也是大量的疑似肺炎患者啊！很多县级市的物资已经被武汉政府征用了！！县级市的医生们也是赤手空拳在战斗啊！求求关注一下！！湖北的各大县级市医院！！！感恩！！！🙏🙏🙏,1月26日 23:51,78.0,王大大的仙女妈妈求顶湖北武汉黄冈市灾区县级市疑似肺炎患者县级市物资武汉政府征用县级市医生赤手空拳求求关注湖北各大县级市医院感恩🙏🙏🙏,NaN,NaN,NaN
得有大部分是知情的,1月26日 23:12,41.0,大部分知情,NaN,2,0.612111
得有大部分是知情的,1月26日 23:12,41.0,大部分知情,NaN,2,0.612111
回复@隔壁的阿姨T3T:hhhhhh无知者无畏啊,1月28日 15:42,无,回复隔壁阿姨T3Thhhhhh无知者无畏,NaN,0,0.889621
回复@黯绯之月:说在武汉的完全不知道有这事是不太可能吧，但是政府一直在给我们打强心剂啊，没事的没事的没事的，哦豁……,1月28日 11:59,无,回复黯绯月说武汉这事不太可能政府强心剂没事没事没事豁,NaN,0,0.820153
回复@黯绯之月:后来呢就有人传同非典一样的，闹的有点大，然后武汉政府骚操作，直接报道说造谣把那八个人都抓了，还一直有专家报道不会人传人并已经防控，然后就没消息了你知道不，再然后就是钟南山出来了,1月28日 11:58,无,回复黯绯月有人传同非典闹武汉政府骚操作报道说造谣八个抓专家报道传人防控消息钟南山,NaN,0,0.998176
回复@黯绯之月:哈哈哈我来跟说下那段时间发生了什么事情，十二月三十号发的文件，也有小部分人很在意比如我，然后我北京的朋友问我跨年怎么不出去玩，我说有不明肺炎怕，其实是我没约到人出去浪，然后还被他吐槽说我大惊小怪，报道不都说被隔离了吗,1月28日 11:53,无,回复黯绯月哈哈哈我来说段时间发生事情十二月三十号发文件在意北京朋友问跨年不出去玩说不明肺炎没约浪吐槽说大惊小怪报道说隔离,NaN,0,0.984104
害，我一周半的考试周，九号考完试，整整九天，我都没有听到这消息,1月28日 00:55,无,害一周考试周九号考完试整整九天听到消息,NaN,0,0.997362
回复@黯绯之月:讲真，我也是20号才知道的,1月28日 00:53,1.0,回复黯绯月讲真20号,NaN,0,0.883317
说话不过脑子，去看看每天的出走人数再来网络上扣字,1月27日 10:01,无,说话脑子出走人数网络上扣字,NaN,0,0.628692
回复@mintslq:我那张截图被删了？¡评论配图,1月27日 02:48,6.0,回复mintslq张截图被删¡评论配图,NaN,NaN,NaN
回复@黯绯之月:是吗可是我的武汉同学说20.21才知道这个事儿的严重性,1月27日 02:47,1.0,回复黯绯月武汉同学说20.21事儿严重性,NaN,0,0.942597
回复@记忆太轻:注意截图里的时间和我一起玩游戏的武汉人在很早就知道非典严重了好吗,1月27日 02:37,4.0,回复记忆太轻截图里时间玩游戏武汉早就非典,NaN,0,0.888883
回复@记忆太轻:谢谢,1月26日 23:58,无,回复记忆太轻谢谢,NaN,2,0.951223
不要胡乱揣测，说话要过脑子，别看一出就乱下判断。不当喷子,1月26日 23:57,11.0,胡乱揣测说话脑子别看一出乱判断不当喷子,NaN,0,0.999908
21号，我，在外地读书的武汉伢，决定不回家过年，全家也坚决取消了春节去云南旅游的计划。当时不要脸的云南旅行社推三阻四不愿意退票，后面国家号召退机票酒店应当免费，他还在各种算损失，拼命劝说这种时候不应该出去躲一躲么，qnmd，我们宁愿付这个不知道怎么算出来的损失也不能出去好吗,1月26日 23:55,37.0,21号外地读书武汉伢回家过年全家取消春节云南旅游计划不要脸云南旅行社推三阻四退票国家号召退机票酒店免费算损失拼命劝说躲躲qnmd付算损失,NaN,0,0.999907
21号，我，在外地读书的武汉伢，决定不回家过年，全家也坚决取消了春节去云南旅游的计划。当时不要脸的云南旅行社推三阻四不愿意退票，后面国家号召退机票酒店应当免费，他还在各种算损失，拼命劝说这种时候不应该出去躲一躲么，qnmd，我们宁愿付这个不知道怎么算出来的损失也不能出去好吗,1月26日 23:55,37.0,21号外地读书武汉伢回家过年全家取消春节云南旅游计划不要脸云南旅行社推三阻四退票国家号召退机票酒店免费算损失拼命劝说躲躲qnmd付算损失,NaN,0,0.999907
回复@孤独中成长247:热衷于旅行，但云南旅行社是我目前见过最坑最不要脸的，云南的旅游业真的是乱象横生,1月27日 11:51,2.0,回复孤独中成长247热衷于旅行云南旅行社见过最坑不要脸云南旅游业真的乱象横生,NaN,0,0.996552
这个可以举报的,1月27日 10:52,4.0,举报,NaN,0,0.996694
回复@孤独中成长247:你好，请问还有谁在骂云南旅行社，我去问问是不是同一家,1月27日 10:23,4.0,回复孤独中成长247你好请问骂云南旅行社问问一家,NaN,0,0.796766
闭嘴吧，上面还说不要推及所有武汉人，现在又一口统说不要脸的云南旅行社,1月27日 09:57,2.0,闭嘴说推武汉一口统说不要脸云南旅行社,NaN,0,0.999955
闭嘴吧,1月26日 23:34,33.0,闭嘴,NaN,0,0.998794
其实不存在原不原谅的问题，事情已经发生了，只是很震惊，武汉（或者是湖北）的领导人在这种情况下当初还会选择隐瞒真实情况，她们不该不知道武汉作为一个大城市，又是交通枢纽，在春运下会带来什么后果吧。,1月26日 23:26,46.0,原原谅事情发生震惊武汉湖北领导人情况当初还会选择隐瞒真实情况不该武汉大城市交通枢纽春运下会带来后果,NaN,0,0.994947
大学生放假都很早，之前舆论情况是普遍认为不严重，可控可防，不重视甚至很多人不知情。我朋友公司十来号就放假了，压根不知道这事，早就回去了，我是年前一天才放假的，感觉到情况的严重性，所以没有回去​​​,1月26日 23:24,45.0,大学生放假很早舆论情况普遍认为可控防重视人不知情朋友公司十来号放假压根事早就回去年前一天放假感觉情况严重性回去​​​,NaN,NaN,NaN
加油！,1月26日 23:03,12.0,加油,NaN,2,0.999947
不怪你们在围城里默默承认的人，只怪少部分不负责任的祸患。此时此刻全国同胞都在抗击，挺过去以后，春天再来之时，我们都是生死相交的兄弟姐妹！,1月26日 23:18,36.0,围城里默默承认只怪少部分不负责任祸患此时此刻全国同胞抗击挺春天再来之时生死相交兄弟姐妹,NaN,0,0.79476
昨天我和我爸也在聊前期一直官方都说谣言后来说不能人传人所以不管武汉本地人还是我们都没有引起重视不知情就出行的武汉人现在在外真的很难可目前的情况下也许一刀切是唯一的办法希望疫情早日过去,1月27日 08:12,6.0,昨天爸聊前期官方说谣言说传人武汉本地人重视不知情出行武汉在外真的很难情况也许一刀切唯一办法希望疫情早日,NaN,0,0.994305
留在武汉的才是武汉人，逃跑的都是憨批,1月26日 23:45,29.0,留在武汉武汉逃跑憨批,NaN,2,0.688387
我小桂林出绵薄之力¡评论配图,1月26日 23:53,30.0,桂林绵薄之力¡评论配图,NaN,NaN,NaN
我小桂林出绵薄之力¡评论配图,1月26日 23:53,30.0,桂林绵薄之力¡评论配图,NaN,NaN,NaN
马上要嫁到桂林的湖北荆州人感谢桂林,1月27日 14:08,无,嫁桂林湖北荆州感谢桂林,NaN,2,0.997633
很多湖北人不愿意去定点宾馆的，因为很多健康的人或者轻症的人去了也怕交叉感染。那些人也确实无辜有家不能回，在外没得选择过街老鼠一样谁见着都躲远远的,1月27日 06:11,3.0,湖北定点宾馆健康轻症交叉感染确实无辜有家回在外选择过街老鼠躲远远,NaN,0,0.942503
真正的武汉人是心怀热爱和感恩，在超市买东西明知可能会买不上仍然会井然有序的排队，许多饭店关门之后仍有店家愿意免费给医务人员送餐，网约车出租车停运仍有司机“全副防装”愿意免费接送医务人员上下班，我相信疫情一定会结束。等到春暖花开，万物复苏，属于武汉人的“春天”就回来了。加油！！！,1月27日 00:04,26.0,武汉心怀热爱感恩超市买东西明知买井然有序排队饭店关门店家免费医务人员送餐网约车出租车停运司机全副防装免费接送医务人员上下班疫情结束春暖花开万物复苏武汉春天回来加油,NaN,2,0.99955
他们只是没注意用词，心里自然知道的，但是要让他们立刻注意用词严谨还是需要时间的，大家都在怪WHzf，但不到疫情结束彻查的那天，谁也不知道谁的罪最不可饶恕，都是情绪化了大家，不要太往心里去，，，一个莫名其妙没有接触史的发着低烧在家隔离的山东人没事的，大家都会好的，,1月26日 23:07,29.0,用词自然用词严谨时间WHzf不到疫情结束彻查那天罪饶恕情绪化太往莫名其妙接触史发着低烧在家隔离山东人没事,NaN,0,0.965411
无,无,无,,NaN,0,0.968415
